"Pacific.blue"	"Alexa"	"APC"
2712	639	2562
1989	753	443
1778	864	2729
2610	781	2427
573	743	1541
2577	417	2361
1319	732	424
2610	790	511
469	790	1799
1488	830	2012
2093	962	2483
1312	699	2482
2529	314	2334
2707	860	448
1412	596	537
1016	690	2543
540	624	280
706	862	2638
3058	1112	2458
2710	767	2019
2022	657	1784
1292	629	406
1436	697	2611
2175	832	2090
1262	665	368
1775	847	2228
2249	651	2096
817	649	578
2669	251	1834
1365	771	1874
2501	734	537
2800	806	2112
726	784	492
2984	609	388
2654	970	1937
2196	952	2689
1505	733	1852
1280	638	361
1506	644	2652
1608	762	1947
1953	714	481
3173	412	561
2199	561	1892
1971	873	1621
2145	528	2567
1520	769	1989
3088	663	2405
1520	817	496
823	632	379
649	709	1475
1118	769	2091
2052	636	1859
2787	584	2090
2523	917	2436
890	758	492
1529	592	2616
2107	351	2511
1094	405	394
868	611	2506
796	498	1788
2560	744	1748
1004	867	1867
3022	720	2353
1678	977	2159
2992	923	512
835	500	470
976	839	2793
2058	831	2431
2214	838	1025
2010	703	443
683	589	394
514	653	402
3008	608	2393
412	613	443
966	810	537
2104	960	2479
1406	605	485
1473	629	1794
1382	646	417
3166	542	1891
699	798	1938
835	645	2538
551	637	1739
2475	876	2365
591	601	413
2743	823	1907
433	675	2567
994	624	432
1464	707	492
1170	446	213
937	788	2120
1727	907	2107
969	644	320
858	608	2643
2531	806	398
1593	668	1933
1524	644	2617
1204	539	417
2092	709	2356
2734	298	2471
867	886	391
1464	988	511
757	906	439
829	721	2506
2470	907	2033
1323	627	1745
2620	618	511
702	802	496
2113	804	2561
774	644	451
1457	992	1911
1431	632	1875
2663	655	503
1573	778	2720
1203	678	417
760	525	2456
821	767	2428
3012	838	526
1689	852	2049
2785	547	2635
1460	598	1713
665	596	342
2512	362	492
426	562	2488
1564	773	1809
2057	585	387
2735	710	470
2867	869	2148
2613	256	2371
1318	651	266
2173	627	1946
1548	912	522
3067	929	2363
3202	816	2590
2631	530	2375
2101	701	2374
1510	578	1963
2863	816	1203
2096	648	2544
2977	853	481
1798	481	399
732	825	2581
2567	675	2467
689	723	1909
3288	421	417
1627	924	2748
1770	709	1124
1562	806	2025
806	889	693
2610	611	1782
2028	490	2261
2334	801	2085
1346	544	413
1537	531	2548
2646	366	1891
3082	787	1795
736	820	406
812	752	1838
1531	699	1781
2713	925	1891
2532	699	310
2520	648	488
799	732	477
1565	695	394
1520	610	1886
741	723	2374
1918	737	533
2116	821	556
2096	813	2440
2702	574	1862
718	471	1848
3145	990	1884
2058	821	2049
738	769	2121
515	677	2013
712	664	234
2338	790	391
2026	927	2530
759	731	1781
1648	1022	1884
2172	782	2516
2007	567	2412
2131	894	522
2118	655	2024
1893	528	387
1665	786	2676
1571	871	1900
366	671	470
1292	619	409
1854	974	2742
1744	815	2095
988	774	537
1820	602	368
2088	802	2589
1513	833	338
2739	941	2540
1480	501	462
3219	1056	1960
1800	650	1810
2560	640	467
2182	617	1819
1427	529	1678
689	608	432
2597	302	1822
1892	580	518
2763	763	2395
2450	450	526
1278	499	447
1362	585	481
831	713	496
2736	897	1083
2530	608	1736
1842	733	458
2243	662	368
1109	607	955
2237	889	1904
2046	717	2493
1995	774	2393
488	661	496
2582	766	2492
1978	592	2393
1875	686	451
1525	820	2558
2640	589	2643
2058	468	349
879	824	451
1921	644	1691
1537	736	2658
2137	803	1911
2030	689	2524
692	745	2441
3129	605	2501
773	828	2548
1502	590	1840
2161	773	530
1506	643	424
1947	631	1527
3096	598	582
795	769	2551
2016	842	1826
812	872	470
2551	573	1745
2002	644	545
1568	725	2718
714	563	349
695	570	353
2314	667	1202
808	792	298
1902	806	567
1735	772	2720
833	839	518
2089	797	563
939	539	1438
3052	892	1758
2438	835	496
1506	846	462
2175	803	2490
884	896	2580
1949	636	436
2288	385	1855
3224	332	2614
1964	559	391
1484	706	2588
2797	766	2561
883	835	2636
572	620	320
1812	844	589
1376	715	409
1475	627	2539
512	630	1784
1489	719	470
2442	673	2286
2619	595	1783
2532	722	1748
875	632	1802
1901	635	522
1966	686	2276
1520	770	1957
854	813	402
1625	806	2632
675	430	280
1385	582	432
2120	879	1918
1957	740	1708
2100	676	342
1335	513	1397
937	724	2635
1694	842	1994
2482	656	2314
1709	535	409
2483	597	1638
1728	558	578
2196	733	2458
2034	809	1593
648	522	402
844	793	574
1988	591	2382
1384	523	2580
2510	715	398
1502	805	2056
912	805	316
1686	926	447
2166	821	2015
2286	685	1031
2088	705	1695
1222	761	451
3286	1042	2075
3086	919	1801
2996	836	1644
1892	798	2174
1433	783	428
2072	799	596
2093	686	2469
2617	811	1946
1535	705	1872
1898	614	2245
2601	856	2376
1666	833	413
3253	1093	1864
2300	627	2763
3061	671	1862
1713	470	511
759	731	1793
765	784	2481
2480	630	2016
2601	646	1918
1873	556	2187
1637	648	2028
953	620	526
1449	633	2559
566	635	379
3088	651	2440
2167	758	1957
2186	649	1968
730	566	500
3148	845	2455
1334	722	338
1449	795	394
744	725	477
1524	620	2051
1508	706	1889
570	700	1100
1958	458	376
1567	726	1873
1194	617	398
2690	228	1764
1383	582	383
2697	576	2587
2589	1050	488
3043	563	1794
558	599	1661
1677	638	2717
1455	510	2531
656	682	2463
826	734	488
2061	748	1852
923	916	1293
2081	551	2468
2077	639	402
622	654	398
1218	688	1001
822	669	342
1989	668	458
2569	521	2448
1241	646	1986
3116	1039	2335
713	573	470
1997	572	372
2102	515	485
2747	566	2532
726	755	2628
2665	977	2580
2557	525	1931
1487	612	379
2635	112	2439
2107	782	533
726	742	466
3285	483	1730
2058	679	436
1924	681	1793
2555	583	492
2709	451	2518
2590	574	2389
3137	315	1808
2142	726	2500
3017	1039	1739
2010	502	470
1372	613	2334
843	669	2433
2539	814	2446
696	478	1608
1439	647	439
2646	715	2531
3067	943	2368
1746	848	2041
2118	603	1919
1803	653	2000
2148	645	1690
1540	741	477
2164	521	1952
2163	779	1995
877	635	2645
1585	865	1946
2074	538	2398
3127	936	462
1541	680	421
2083	558	481
2422	812	1566
1983	633	481
2804	766	1891
2673	707	1908
2598	796	1879
1731	677	2568
2605	528	2469
793	705	2770
1457	823	640
2546	796	2484
995	847	2610
2171	850	1911
1497	815	1939
1395	641	451
2791	817	589
3082	264	2390
528	619	563
1470	695	2599
1643	626	1896
2008	659	1103
2108	544	571
1968	740	2481
2531	655	417
3070	195	346
2041	543	1821
2687	448	361
1498	931	537
2568	897	485
1977	606	2372
1393	594	1667
663	603	2522
3182	875	1848
2666	725	428
1468	738	1712
2537	822	2521
658	624	443
1301	729	526
626	827	1777
752	632	361
2091	708	2520
924	886	2659
881	711	2754
2026	664	1834
790	658	443
1513	721	379
1640	757	2841
2143	595	402
1315	757	361
2114	681	2594
3085	911	1745
885	792	552
1617	693	2562
1941	671	492
1485	759	607
2533	1005	402
2745	926	541
2037	847	582
1052	897	2599
986	736	1949
3042	595	391
2625	877	1841
1460	694	436
777	750	545
690	768	2513
2313	656	1919
2714	297	1887
2692	923	1882
2514	688	1799
778	680	443
2014	455	2307
846	745	515
1596	770	1928
1545	514	2557
873	807	1592
2599	670	462
816	825	1883
919	804	2695
699	691	2475
3101	1089	2334
610	571	488
2986	1012	1692
2665	628	1961
2610	185	1732
1979	642	552
1927	641	492
2548	697	1808
2123	924	1984
1947	683	1381
2601	857	1869
852	638	302
2507	571	1640
2186	735	1109
1344	827	424
627	680	466
1441	737	1761
2663	210	436
3062	699	482
2654	240	2463
1810	504	1210
3146	1067	2598
2169	743	2480
1458	785	2481
1527	710	2516
845	745	2478
762	735	2047
872	642	1513
812	723	2597
2580	877	2358
1973	644	2404
2639	655	2524
1402	675	515
2068	689	1847
1403	563	391
2198	557	1905
1980	554	2500
2637	592	2455
2585	241	470
757	609	2480
1318	625	552
2594	894	421
853	654	368
1513	638	1774
2520	296	368
2499	195	485
1174	605	1469
774	626	1425
1429	688	432
394	599	346
736	591	342
1996	512	2280
1953	862	481
1453	660	515
2251	647	417
624	778	530
1952	554	2364
749	826	2596
1496	674	2618
1869	811	2778
2835	770	2035
2470	746	563
1725	792	2649
1988	311	2327
2109	708	1870
1958	648	488
2055	776	2458
833	604	563
935	784	545
2622	426	1693
2606	441	1755
2016	408	342
1277	686	424
1988	698	473
865	708	2514
1258	427	1997
475	652	455
2845	625	379
1721	458	1299
1819	721	406
2548	384	1735
1298	326	515
2843	290	387
2658	719	2565
1490	508	1939
1359	807	2541
3251	1076	451
3072	677	1813
1796	744	2734
653	592	451
2084	670	2487
1560	699	2661
1926	877	2388
895	747	492
1322	740	518
1880	564	518
1381	696	2507
582	716	349
1584	580	1863
1960	533	346
2627	561	1767
1429	684	1874
470	626	387
2074	810	1873
2460	793	526
3098	697	1918
1456	765	596
2591	780	2519
657	564	1742
2684	871	2476
1300	752	1742
1635	856	2000
779	749	2582
2729	865	2668
2284	750	503
3047	484	2438
1102	871	473
1442	646	436
759	794	432
2260	912	1844
1595	794	451
1249	600	485
1994	855	2461
2548	373	1682
2027	717	244
2960	1051	552
786	689	1939
2697	911	1900
2138	589	485
567	685	1840
1975	481	428
1375	699	1810
1537	711	2590
2065	817	2457
1577	728	2610
638	693	406
1161	464	391
3078	774	1669
1819	741	458
2167	984	1806
897	769	1823
2186	827	1818
2205	815	376
2674	825	1763
894	845	2576
1326	709	563
852	659	436
2434	772	481
859	710	1868
2550	352	1728
783	771	2168
1916	481	398
778	615	1817
1582	738	2592
889	659	2396
2105	594	458
1592	556	1947
3087	627	376
1680	655	1020
2618	725	2511
3120	858	471
2209	915	2007
2158	558	2405
2020	627	2432
2909	954	1946
3053	651	2371
1294	763	1793
884	900	1897
638	825	2368
903	768	1779
2679	890	2510
1850	589	622
3075	645	2475
1593	507	1883
2584	826	2382
1889	648	439
995	880	2616
2559	853	1866
3077	441	379
2036	634	2440
1505	490	2443
1001	583	1747
1472	482	2547
879	714	1809
2587	743	2328
2244	712	1808
1988	668	1865
3188	673	2400
3088	196	2413
2968	362	1250
2561	534	455
1303	566	466
976	832	2692
1983	732	2409
998	915	2009
1651	638	2632
1015	587	402
1637	771	2773
1189	641	413
648	572	470
1565	655	485
850	744	473
1960	628	1762
2857	753	451
688	549	1653
1560	748	424
1896	556	503
2064	782	1773
2617	699	496
806	688	2444
732	674	2292
616	581	2473
746	561	1747
3082	554	1680
792	560	2160
3024	1035	585
3181	988	1877
1542	707	2636
1459	886	1732
1279	617	349
2080	660	1899
550	663	1688
2018	831	309
1520	717	1695
641	773	2516
2976	662	496
2142	676	1958
1691	740	2082
2658	601	2444
692	658	2307
2732	690	2082
1936	414	417
746	675	421
2126	696	1684
1328	650	1797
709	750	518
2616	737	2454
1602	678	1829
1239	737	432
1206	517	387
2362	867	2065
2698	752	1909
1260	608	439
3103	567	437
2596	533	428
1184	578	923
1554	671	2496
2498	891	417
2966	717	338
3221	868	1753
2701	845	346
3139	583	373
1354	598	1798
868	762	1933
1349	711	327
931	872	1793
2175	738	2620
1615	755	2628
968	839	1822
2259	834	2125
2456	860	489
2684	851	1579
3125	233	417
1988	825	1685
1715	538	1733
808	553	424
1728	869	2773
1538	840	2515
1890	676	2421
614	666	2478
1412	575	432
756	758	2415
863	835	537
2718	612	1973
2127	739	477
1983	634	2387
3027	604	338
3054	1005	380
1279	636	1312
496	623	447
557	714	470
886	703	2433
1871	771	2064
2633	724	1795
1523	849	1775
2966	658	2301
2098	869	1740
581	505	320
1480	679	1953
2125	510	394
3166	368	439
2125	612	1849
1883	665	1687
898	544	346
2757	697	2613
273	310	1510
2567	574	398
2417	837	1663
2626	913	2572
2190	867	2441
2595	818	2394
1574	611	402
2637	886	2487
674	800	1964
2019	810	1873
1624	815	2725
651	693	262
2642	860	428
580	789	2464
782	698	1797
2708	319	2493
793	892	1803
1916	535	443
1551	808	2545
2185	524	368
3188	329	320
2041	933	1881
1158	699	492
2814	929	2046
2063	806	2492
1470	844	2696
796	857	500
2658	538	1832
1682	809	2092
453	548	387
1039	702	1705
623	693	2386
1901	530	2353
1832	892	2787
2037	727	2461
2074	879	2608
653	587	280
715	652	1767
2562	534	338
869	990	2519
2141	587	1958
2221	688	2674
3303	952	1979
644	723	470
2430	483	2320
1107	716	1141
2718	742	1876
544	631	2285
1517	586	2670
1922	841	1233
1012	494	518
2517	643	1667
2436	541	2134
2575	773	2488
2467	390	451
721	574	2386
1791	623	2769
662	537	2421
2166	726	2445
2639	218	1844
1617	759	439
2808	124	2040
3099	821	2476
1710	844	1952
3062	949	2416
3092	1025	2472
1333	593	428
853	539	2283
907	665	368
796	797	1835
1522	802	2474
2067	810	455
1992	664	1786
2693	676	2590
739	649	515
3057	141	364
615	635	294
1965	539	269
1558	822	1813
1834	536	2259
1505	569	2478
1537	714	2509
2502	593	537
1243	559	847
2692	536	2366
1981	761	1624
2906	466	470
1899	747	488
1386	650	481
2144	537	2587
1539	691	2582
2750	464	1912
1752	749	2126
1634	600	2621
1886	863	1099
1907	806	1565
2533	849	331
2612	429	574
2074	323	596
1484	762	1892
2517	430	473
468	509	2393
924	796	1895
619	632	2360
1320	586	537
2570	834	1801
2710	649	2358
1577	680	2553
3041	1114	1666
2945	655	473
1497	590	1701
1558	865	1765
2910	637	456
669	615	2292
1544	803	1796
1566	737	2680
1002	784	2553
753	653	2400
1504	795	1796
1005	734	2483
2034	562	406
1526	657	2542
2145	578	1850
1555	641	1902
755	688	2492
2533	809	2390
2086	698	522
820	738	2476
1238	562	409
642	681	1858
2040	767	2391
716	677	2484
1400	795	2503
1853	701	320
1901	625	1587
1184	751	1154
2677	499	342
1625	747	2508
2012	714	1766
712	632	387
1612	654	2530
1569	819	2550
969	736	2568
1556	741	353
993	821	1915
602	680	2459
807	597	473
637	666	2301
1944	775	436
1605	782	1629
2831	801	398
2573	611	2344
2681	644	1807
1491	588	518
2869	874	1442
687	612	1765
1031	890	2793
959	848	1929
713	685	1941
636	556	364
2553	666	313
1503	765	376
2495	869	1787
2235	799	443
1970	757	492
2036	625	2362
1752	837	2043
1280	607	421
2881	853	2040
1392	740	1923
1317	717	2538
2161	922	2588
967	834	1925
477	784	2533
2098	848	2495
1544	855	2605
867	860	466
1781	785	2831
1220	626	376
2739	878	2644
1258	401	273
2298	622	470
3171	732	1645
3150	898	413
2027	667	1875
1662	789	2675
1996	704	394
3173	610	489
2652	396	1799
3042	293	2306
2649	929	2016
1938	617	2222
1917	577	1661
2134	795	402
1080	938	428
2124	873	1803
2497	869	1736
1974	520	1485
2664	971	2595
996	615	2376
3171	886	507
808	734	1795
1397	746	1682
2179	927	1932
3196	350	545
1618	724	2705
2745	946	2659
2050	746	1852
2877	1097	526
3261	923	2554
888	827	515
714	772	470
2693	936	1826
2073	459	2268
671	762	1733
611	670	2013
2421	779	376
3218	964	1894
1951	549	421
1956	555	2350
1360	576	455
2602	744	1733
2730	747	1727
857	682	1020
817	751	1865
1394	606	394
2775	968	2709
1497	639	1937
2111	608	2227
987	758	2546
1871	714	409
1508	708	1738
2970	977	1712
3014	539	1710
978	971	2539
728	670	1257
909	730	458
1893	595	2217
2110	638	1845
2212	865	2585
1531	871	1994
1376	646	1874
2457	832	313
2644	197	1826
2592	796	2581
2739	107	1866
2090	561	2453
1925	618	1676
2488	768	2260
1957	894	1827
3246	545	1966
1059	806	1869
904	620	2568
1420	567	2562
801	534	1902
791	777	2520
2595	795	485
2086	661	2363
1693	652	2079
1973	704	552
1823	907	1859
1435	750	2464
1504	626	1846
1160	473	1350
1484	493	443
2484	583	1413
2003	747	320
1600	608	2496
556	629	1815
1923	548	2319
3109	1060	2477
662	806	1989
2260	839	2769
2655	685	2590
3019	873	1599
758	861	507
2478	504	1754
2665	429	2503
762	586	1798
790	568	1650
2260	910	1967
1538	1021	1352
2064	743	2447
822	643	485
3031	1104	1815
2678	641	2548
766	737	398
608	571	2341
1665	704	338
1583	852	2451
2248	867	2004
1040	495	391
2656	748	1816
844	755	1612
1564	939	2026
3122	514	503
2527	576	2385
823	679	2401
1921	497	2039
2118	703	2570
1868	846	2236
579	602	563
2595	943	560
1744	865	2678
2019	874	2478
2658	456	1886
1604	825	2569
595	475	402
3032	910	436
941	908	668
497	699	1776
2738	725	1828
1769	771	2720
3309	450	395
1659	650	2086
1903	568	368
1399	482	604
1623	580	1994
2505	671	455
2006	623	2420
805	677	511
1927	823	2399
2679	612	589
751	643	1612
2023	834	2497
967	547	398
995	613	432
994	686	428
3180	503	519
644	625	1771
2241	690	2610
2235	489	2574
1535	498	2601
2571	784	485
2584	829	1638
1384	806	1758
1586	687	537
2580	282	481
1480	674	2514
1774	806	2730
1494	650	2414
1534	795	2784
1571	612	1694
552	584	1704
2072	463	2411
2595	592	568
1380	577	1770
1410	581	1637
1589	804	2049
2553	767	2438
2151	731	2379
2436	737	248
748	809	357
2054	899	1661
2287	520	1867
2449	658	2328
1563	742	1976
2707	621	1798
1362	547	1227
818	663	2409
836	816	2588
1710	749	2681
2750	1008	1996
2600	629	1740
880	852	2072
863	729	2384
3043	676	1706
685	640	1966
933	799	1898
2673	546	830
568	712	1714
2671	544	583
551	648	1686
654	784	428
1654	844	2609
3150	573	1901
3024	834	492
3170	898	2438
692	770	2129
3109	805	1767
3106	722	2384
3182	324	1795
2004	836	1789
2941	797	503
692	937	507
2074	787	2509
606	661	1776
2220	705	2607
424	567	1754
2564	593	1677
2092	729	387
3063	895	1794
854	712	2366
3067	503	1777
2627	293	1780
758	760	1800
1911	657	421
3052	611	299
496	533	1527
1575	690	2684
3047	1002	2396
2103	736	1811
2575	573	626
1410	712	409
662	610	2308
1208	649	1079
2037	675	335
1086	638	2039
2484	643	424
2784	563	1949
2886	680	1995
1222	647	443
1729	764	2616
1396	630	421
2209	676	2058
1628	697	1757
2075	631	2559
2035	712	2367
2267	659	2090
2536	742	582
2804	709	2665
1620	869	2708
2149	607	2456
1013	589	1866
2053	729	515
658	756	1905
2988	600	1646
2545	729	2292
3043	656	523
1446	634	1575
2830	824	2720
1514	759	391
1703	696	1847
3099	1043	2472
631	514	361
2501	793	2209
3028	727	428
1383	683	447
2164	809	640
2213	728	2625
2094	714	1934
795	625	492
1315	713	402
3234	857	622
1487	735	2473
1543	789	2497
1364	606	361
2648	502	1689
2093	584	2378
1988	772	409
2526	584	209
3209	957	477
1506	664	364
2515	785	2354
696	788	488
2078	689	503
3241	856	2527
1324	627	533
2087	593	1816
952	960	2578
2549	533	2345
772	693	2508
2431	260	1156
1365	618	372
2789	583	2016
2093	480	1941
1981	440	302
2534	677	1781
578	715	1998
2075	761	1910
2789	359	596
2088	737	2383
1287	671	1753
3122	588	2525
1207	727	372
2763	411	533
2763	933	571
2081	851	518
1480	679	2465
1423	577	2453
2160	599	1868
1927	525	466
2033	643	402
2726	979	826
1671	732	2643
1568	758	537
1985	553	383
974	777	507
3079	361	1726
2131	922	1881
2128	311	2460
3123	807	1831
2073	676	492
1681	490	458
913	863	1978
1745	710	2633
1239	783	1329
1014	706	2582
3109	587	433
870	846	2039
2063	380	394
1880	527	349
1483	666	2476
2042	420	353
3160	858	299
2528	317	313
1767	815	2793
939	848	2194
1862	719	251
2550	406	439
1961	734	2353
1855	559	1407
862	621	1579
946	818	1947
792	790	582
2060	795	615
534	624	436
1732	821	1944
2106	793	1791
1832	554	394
1384	665	1786
2640	840	455
1483	635	1938
2700	885	1992
1757	727	2758
2038	727	2601
1557	762	2360
2757	492	2529
1953	485	406
1551	648	2568
2126	450	1886
1437	643	372
1142	735	2225
1883	792	1150
496	773	1680
1425	638	451
2979	806	556
2579	969	2593
708	800	578
1626	701	2079
2642	621	2499
2021	625	284
711	662	1213
3343	994	2636
1576	587	1792
615	687	2620
2530	183	406
1944	400	398
433	647	2399
3177	415	2405
1441	684	1453
1616	702	2778
2769	1067	931
1978	622	1753
2579	502	369
604	556	518
692	751	2471
1288	526	1854
639	745	2393
2163	583	2665
924	656	2491
2506	916	1771
1433	558	2163
1916	676	387
2100	814	2634
1556	783	2581
2243	929	2006
2614	629	470
1466	596	1733
3094	789	1796
3246	388	2543
820	708	2487
2471	556	372
767	818	2564
2037	530	1796
1781	934	1966
2448	429	1499
1549	755	1911
1886	685	1804
2893	445	2730
2646	938	2583
576	739	2444
1909	788	1580
752	862	556
2503	840	1984
2104	930	2024
981	835	2542
2423	735	633
2254	623	1950
1201	794	1219
1415	760	1892
2692	717	2531
2218	629	1874
1584	790	417
2111	773	2591
2799	897	2022
2610	633	1900
948	822	428
2601	901	1892
2309	766	2747
2985	1103	2324
2492	783	379
2572	877	2547
2580	555	2381
819	742	2286
1457	768	451
1655	826	2728
2060	612	2419
2718	216	2539
2515	689	266
944	823	533
1529	761	383
601	704	473
3094	541	398
1270	687	406
2570	755	402
1764	882	2746
2144	578	2603
2875	481	2599
2528	536	2411
1431	541	2442
1054	511	1077
2018	716	2449
2049	682	1657
2068	542	1853
2134	559	2598
2548	702	1818
822	633	1614
742	687	2380
2591	949	2466
877	655	473
712	493	1867
632	635	2285
2003	755	1773
3141	303	2431
2166	901	2655
2045	746	1608
1521	768	2535
2484	436	488
1372	792	2028
1758	798	2797
2610	614	364
2141	340	1568
1304	725	1193
1516	653	1967
2590	722	561
2718	585	436
777	740	466
2541	806	2436
2020	758	522
2299	963	2079
1039	813	2618
930	745	1816
2481	634	417
2679	816	1975
2652	504	545
2537	867	1844
2710	474	541
1582	846	1897
1953	958	1358
2120	549	500
3302	303	586
1953	529	2299
1415	675	2567
844	612	2423
2100	555	424
2475	593	500
2543	777	1789
646	631	294
2035	646	2387
2064	738	1805
852	883	507
3027	876	1560
2015	323	273
1699	723	302
2674	816	395
929	626	398
1441	697	2360
758	808	1727
589	653	1708
747	601	436
1612	728	2587
773	665	503
1424	814	462
1592	835	1976
3068	980	2381
1594	594	2514
1340	778	436
763	579	2512
1964	675	1562
3030	1109	1736
